"Tweet Id","Media Id","Media URL","Tweet URL"
"""1434966298123911168""","""1434954868381274112""",https://video.twimg.com/ext_tw_video/1434954868381274112/pu/vid/480x270/ZExYlf-A_bonLmH0.mp4?tag=12,https://t.co/z00tacjU0Q
"""1434577317523828739""","""1434566983798853638""",https://video.twimg.com/ext_tw_video/1434566983798853638/pu/pl/YiZkDGGUlE7rAopE.m3u8?tag=12&container=fmp4,https://t.co/yq6ZAOkKxM
"""1433876543038640133""","""1433870915289313284""",https://video.twimg.com/ext_tw_video/1433870915289313284/pu/vid/1280x720/4byIEomv-DtmrBfO.mp4?tag=12,https://t.co/PVBT1jJUXs
"""1433529496972365825""","""1433529225999360003""",https://video.twimg.com/ext_tw_video/1433529225999360003/pu/pl/fzBUmZw4lJbmXK20.m3u8?tag=12&container=fmp4,https://t.co/ipl4M27AI8
"""1433481638327951384""","""1433466198818131969""",https://video.twimg.com/amplify_video/1433466198818131969/vid/480x270/sg4woByEIc4G8Xs1.mp4?tag=14,https://t.co/QeCrD2r9yC
"""1433164650967932939""","""1433133829363888129""",https://video.twimg.com/ext_tw_video/1433133829363888129/pu/vid/654x360/j8kFq9CcagG2YMyG.mp4?tag=12,https://t.co/2s4n6LeNOG
"""1432811926027857921""","""1432808556659556357""",https://video.twimg.com/ext_tw_video/1432808556659556357/pu/vid/720x720/ajxjtfEvWZA306Dn.mp4?tag=12,https://t.co/ogfRDuv6XO
"""1432478811526864898""","""1432473034359590913""",https://video.twimg.com/ext_tw_video/1432473034359590913/pu/vid/1272x684/v8TUO6sxRxjRbi4X.mp4?tag=12,https://t.co/nq1ckGsshd
"""1431341478136061952""","""1431341342714568705""",https://video.twimg.com/ext_tw_video/1431341342714568705/pu/vid/968x542/PKSMm_7RxbaLZmuh.mp4?tag=12,https://t.co/N7vGF8i6PE
"""1430961469223411714""","""1430956151210864640""",https://video.twimg.com/ext_tw_video/1430956151210864640/pu/vid/1280x720/8t8laMf5qZ5NM7Tk.mp4?tag=12,https://t.co/1ZsC3aWn1k
"""1430264081085202432""","""1430240586565492738""",https://video.twimg.com/ext_tw_video/1430240586565492738/pu/vid/640x360/qodhMebx9ubQIyQq.mp4?tag=12,https://t.co/q6yFfwIegz
"""1428564141703192579""","""1428561863386693638""",https://video.twimg.com/ext_tw_video/1428561863386693638/pu/pl/lnsFeqoFTBCo4okd.m3u8?tag=12&container=fmp4,https://t.co/rGQp6iiNQa
"""1427396975410876416""","""1427382026630402079""",https://video.twimg.com/ext_tw_video/1427382026630402079/pu/vid/720x720/BWTt7sgYdg6OwW0m.mp4?tag=12,https://t.co/LNKnphymzb
"""1425910457718632448""","""1425910235554672641""",https://video.twimg.com/ext_tw_video/1425910235554672641/pu/vid/640x360/w8oSsU3LMl4qtAat.mp4?tag=12,https://t.co/3zOyRNJ1XZ
"""1425570219091709952""","""1425561648421507076""",https://video.twimg.com/ext_tw_video/1425561648421507076/pu/vid/720x720/xqQmLYRFm3i3CFgy.mp4?tag=12,https://t.co/UHbiyNGKnr
"""1425460334270115846""","""1425459346977087489""",https://video.twimg.com/ext_tw_video/1425459346977087489/pu/vid/640x360/fqj1N6nXhc1y-IKV.mp4?tag=12,https://t.co/RFe4jZQXcT
"""1420113341901545473""","""1420110696692346883""",https://video.twimg.com/ext_tw_video/1420110696692346883/pu/vid/1280x720/pjfbtFyEqZKhQ0FE.mp4?tag=12,https://t.co/Em0Fu72VUJ
"""1411702590212083718""","""1411367620402565123""",https://video.twimg.com/ext_tw_video/1411367620402565123/pu/vid/480x270/Y8b_Ph01yxLQAiNO.mp4?tag=12,https://t.co/rdwDFPdmNg
"""1411068488194482178""","""1411062898126774279""",https://video.twimg.com/ext_tw_video/1411062898126774279/pu/vid/720x720/pE15Ap0UXKtkHgbJ.mp4?tag=12,https://t.co/skrijU6BPx
"""1410633174225354752""","""1410633159721459715""",https://video.twimg.com/ext_tw_video/1410633159721459715/pu/vid/768x616/8jC99hGAizHrsaEZ.mp4?tag=12,https://t.co/46ph9XJQ5y
"""1410391375615389697""","""1410391335488528388""",https://video.twimg.com/ext_tw_video/1410391335488528388/pu/vid/320x320/9ayJZAkBVu4tGZ20.mp4?tag=12,https://t.co/CGrt1vnwwl
"""1410056004524339201""","""1409967640798498828""",https://video.twimg.com/amplify_video/1409967640798498828/vid/480x270/5Pbbupvrx1M7UE4F.mp4?tag=14,https://t.co/8BqwbsQAnD
"""1410034537753571329""","""1410031918607859715""",https://video.twimg.com/ext_tw_video/1410031918607859715/pu/vid/320x320/ljfENnG6gsz5OReS.mp4?tag=12,https://t.co/4aNfNwD2PK
"""1400950554591780867""","""1400950504549617664""",https://video.twimg.com/tweet_video/E3EtD7OVkAARN-E.mp4,https://t.co/63jT6JjQ2Y
"""1398382210890092545""","""1398379645808955392""",https://video.twimg.com/tweet_video/E2gK4QGUUAA1RU_.mp4,https://t.co/ZC5ratrDpP
"""1397301556790272001""","""1397300860913274881""",https://video.twimg.com/ext_tw_video/1397300860913274881/pu/vid/1280x720/zoHnX8TMIsTW1wjo.mp4?tag=12,https://t.co/JjqGbKy4dw
"""1395800046247956481""","""1395796958418145284""",https://video.twimg.com/ext_tw_video/1395796958418145284/pu/vid/480x270/MHASdf5zIyLTcPNr.mp4?tag=12,https://t.co/t4MdqVunMq
"""1392566573739610112""","""1392566545130217472""",https://video.twimg.com/ext_tw_video/1392566545130217472/pu/pl/lN54B-p18gezanKa.m3u8?tag=12&container=fmp4,https://t.co/Kn4QaAhSSB
"""1392164775262523393""","""1392164386333106178""",https://video.twimg.com/ext_tw_video/1392164386333106178/pu/vid/640x360/AFh3wVzPdotaj44X.mp4?tag=12,https://t.co/mBRiIcgltO
"""1391460551516033024""","""1391460489398349827""",https://video.twimg.com/ext_tw_video/1391460489398349827/pu/vid/320x320/y67DqhJHFwdL0D1s.mp4?tag=12,https://t.co/avW0DrkRbv
"""1390850964878356480""","""1390850890345500677""",https://video.twimg.com/ext_tw_video/1390850890345500677/pu/vid/320x320/qDZSFmyUUfJbcDKG.mp4?tag=12,https://t.co/pR1TnfJYOg
"""1390841291697655809""","""1390830636517105666""",https://video.twimg.com/ext_tw_video/1390830636517105666/pu/pl/KdUqXsyv7WE26S8U.m3u8?tag=12,https://t.co/CukmSSl88M
"""1390060141207113728""","""1390059921169813506""",https://video.twimg.com/ext_tw_video/1390059921169813506/pu/vid/320x568/9kpXQ1c8iKnqD4vS.mp4?tag=12,https://t.co/NQO0K3N7Hm
"""1389996308732149762""","""1389988847295942657""",https://video.twimg.com/ext_tw_video/1389988847295942657/pu/pl/eexCJwg8F9wNz6mx.m3u8?tag=12&container=fmp4,https://t.co/bX4ngr31wA
"""1389992092370227200""","""1389990296901996550""",https://video.twimg.com/ext_tw_video/1389990296901996550/pu/vid/560x270/TRlyT8WuXhxlTNeK.mp4?tag=12,https://t.co/COEfKd0g4C
"""1389631520801902592""","""1389626654872330248""",https://video.twimg.com/ext_tw_video/1389626654872330248/pu/pl/dJ_BXVHip9FYn769.m3u8?tag=12&container=fmp4,https://t.co/kvl8doqLFr
"""1389631246657982465""","""1389628629508714498""",https://video.twimg.com/ext_tw_video/1389628629508714498/pu/vid/640x360/c59_I2WgD4onoraL.mp4?tag=12,https://t.co/eAr9ocaBPN
"""1389397004137111552""","""1389396728210624514""",https://video.twimg.com/ext_tw_video/1389396728210624514/pu/vid/480x270/jqM1hZ15sEoDBKy7.mp4?tag=12,https://t.co/1eA1rIKRYs
"""1389027080084475904""","""1389026798839631873""",https://video.twimg.com/ext_tw_video/1389026798839631873/pu/vid/320x320/ErBxeJbct_Ueaun3.mp4?tag=12,https://t.co/YBbYRlXP6q
"""1382783633388294144""","""1382781666809110532""",https://video.twimg.com/ext_tw_video/1382781666809110532/pu/vid/320x320/HyrIvgenu9PaYXuL.mp4?tag=12,https://t.co/4ydaO1oSpG
"""1382406806475919362""","""1382378290044878849""",https://video.twimg.com/amplify_video/1382378290044878849/vid/1280x720/aZUfjWcUboOVy5pH.mp4?tag=14,https://t.co/J4Mu7KgWRo
"""1379532757974548484""","""1379532611480137734""",https://video.twimg.com/tweet_video/EyUVmd9XMAYaXeN.mp4,https://t.co/RKB8YZhLbo
"""1373346575653736456""","""1373345158331252737""",https://video.twimg.com/ext_tw_video/1373345158331252737/pu/vid/640x360/MWtegqgnb-Huh6Rx.mp4?tag=12,https://t.co/qRYa25SF48
"""1372237041950453764""","""1372235727384104965""",https://video.twimg.com/ext_tw_video/1372235727384104965/pu/vid/640x360/zgzwisZdnmyXHw57.mp4?tag=12,https://t.co/75eU8vjOqK
"""1369847878475079682""","""1369847735688384513""",https://video.twimg.com/ext_tw_video/1369847735688384513/pu/pl/tGqHYhPrBJG3hGXU.m3u8?tag=12&container=fmp4,https://t.co/BFu1rvLWn8
"""1368208888223305734""","""1361028363242991616""",https://video.twimg.com/ext_tw_video/1361028363242991616/pu/vid/1280x720/huEXbrazWhFlWg8O.mp4?tag=10,https://t.co/NDphZr4I1f
"""1364256175403925510""","""1364256020504084489""",https://video.twimg.com/ext_tw_video/1364256020504084489/pu/pl/tVo1N7LomIBEURR1.m3u8?tag=10,https://t.co/B1HUbchTPQ
"""1362987308669018123""","""1362955648770531332""",https://video.twimg.com/ext_tw_video/1362955648770531332/pu/vid/1280x720/6Zh97_Ep-EQtJqaL.mp4?tag=10,https://t.co/SmcTQozQ8t
"""1362932563879227393""","""1362932267190902786""",https://video.twimg.com/ext_tw_video/1362932267190902786/pu/vid/1280x720/-PbOTRUt5D_1JT99.mp4?tag=10,https://t.co/8HJf2489Mh
"""1362591271294885891""","""1362443118218522627""",https://video.twimg.com/amplify_video/1362443118218522627/vid/640x360/AIoNwYUW-ivCkTIc.mp4?tag=13,https://t.co/aO5Sj0oDaV
"""1358293788448354306""","""1357474639040155648""",https://video.twimg.com/ext_tw_video/1357474639040155648/pu/vid/480x270/TCQgfnSmca_yhhAB.mp4?tag=10,https://t.co/Fwsv0ZV3f9
"""1356987549151940609""","""1356974345759899648""",https://video.twimg.com/amplify_video/1356974345759899648/pl/DLFRPyWZ1d-oli7Y.m3u8?tag=14,https://t.co/1PD2nirffD
"""1356647875619430401""","""1356304232849100800""",https://video.twimg.com/ext_tw_video/1356304232849100800/pu/vid/320x342/ULHLntlBNz_etCGo.mp4?tag=10,https://t.co/CJmLsz81hW
"""1355721950924918784""","""1355660223156023296""",https://video.twimg.com/ext_tw_video/1355660223156023296/pu/vid/1280x720/ZU2dFCqDyqn-NOeI.mp4?tag=12,https://t.co/Eaaa7EFUEh
"""1351294449175810048""","""1350892451423113217""",https://video.twimg.com/ext_tw_video/1350892451423113217/pu/vid/634x360/Zb_HMUUcLdyFe_VU.mp4?tag=10,https://t.co/NvYQBoApJ2
"""1350282959685783553""","""1350103489045643269""",https://video.twimg.com/ext_tw_video/1350103489045643269/pu/vid/640x360/5WOEc1jbwrLzCLul.mp4?tag=10,https://t.co/OCMM5yztft
"""1340065462676176896""","""1340065087520792576""",https://video.twimg.com/ext_tw_video/1340065087520792576/pu/vid/720x1280/iMHbTtg_yZ_stmAu.mp4?tag=10,https://t.co/dboTVMstuC
"""1337598010914529280""","""1337535736388546561""",https://video.twimg.com/ext_tw_video/1337535736388546561/pu/vid/640x360/R3hvaZESV8JphBzy.mp4?tag=10,https://t.co/JTZ208vZbh
"""1335059113257005056""","""1335019671213363200""",https://video.twimg.com/ext_tw_video/1335019671213363200/pu/vid/1280x720/G4_PKpUZA7273Gvq.mp4?tag=10,https://t.co/4giTIuInNS
"""1332017790253862913""","""1332017749279731712""",https://video.twimg.com/ext_tw_video/1332017749279731712/pu/vid/480x270/RxJ99EUbTuiPtR4y.mp4?tag=10,https://t.co/cxRaHINClh
"""1323644920314277895""","""1323644810545147904""",https://video.twimg.com/ext_tw_video/1323644810545147904/pu/vid/686x360/N0DqoMU-R2LBj6zP.mp4?tag=10,https://t.co/xF6V1iOlMu
"""1312802761029738501""","""1312799516307775490""",https://video.twimg.com/ext_tw_video/1312799516307775490/pu/vid/480x270/3tk7rXOFHF6oXLtH.mp4?tag=10,https://t.co/TvQK8g8Dvw
"""1310848220621230080""","""1307064348033024000""",https://video.twimg.com/ext_tw_video/1307064348033024000/pu/pl/IG-udRTn7B1AzIxf.m3u8?tag=10,https://t.co/ltZhaenSVB
"""1308285612143722496""","""1308272588934717441""",https://video.twimg.com/ext_tw_video/1308272588934717441/pu/vid/480x270/EglMK5XP2B81Bama.mp4?tag=10,https://t.co/Y5IkRUHsIR
"""1302140314933628929""","""1302139291825442822""",https://video.twimg.com/ext_tw_video/1302139291825442822/pu/vid/480x270/UFB9CL2OFZ8cQ018.mp4?tag=10,https://t.co/gD4kb3Fsmf
"""1301731638028636160""","""1301717270046015488""",https://video.twimg.com/ext_tw_video/1301717270046015488/pu/vid/640x360/FpnXxfUrh8U-T9dN.mp4?tag=10,https://t.co/ZkDWg5yjQ8
"""1301638432519680000""","""1301636438912499713""",https://video.twimg.com/ext_tw_video/1301636438912499713/pu/vid/1280x720/TxqU5Gl3OthRe7OD.mp4?tag=10,https://t.co/gor1Qvq0ub
"""1273479614753456128""","""1273434594369433600""",https://video.twimg.com/ext_tw_video/1273434594369433600/pu/vid/1280x720/xP5in0xqdXvbGW8L.mp4?tag=10,https://t.co/hA0F8W1pxF
"""1269049985535860736""","""1269048945314951169""",https://video.twimg.com/ext_tw_video/1269048945314951169/pu/vid/640x360/5R1hry7rzbI4YfC2.mp4?tag=10,https://t.co/n2b5cqNbJk
"""1263542363093270529""","""1263495867362709505""",https://video.twimg.com/ext_tw_video/1263495867362709505/pu/vid/1282x720/PCwg2f624Y8Hwh4z.mp4?tag=10,https://t.co/rpzv467C4b
"""1256810051978711041""","""1256603986871762944""",https://video.twimg.com/ext_tw_video/1256603986871762944/pu/vid/720x720/6XWAJEKliHgYdaai.mp4?tag=10,https://t.co/cfCxgR7HEs
